Year,Week_x,Abbr_RDBMS_Winner,Week2,Day,Date,Time,Home_Team,FINAL_TEAM_NAME,Opponent,TEAM_POINTS,TEAM_YARDS,TEAM_TURNOVERS,TEAM_TURNOVER_DIFFERENTIAL,OPPONENTS_POINTS,OPPONENTS_YARDS,OPPONENTS_TURNOVERS,OPPONENTS_TURNOVER_DIFFERENTIAL,TEAM_POINT_MARGIN,GAMEID,BINARY_WIN,W-L-T,Power Index FPI,Power Index RK,Power Index TREND,Power Index OFF,Power Index DEF,Power Index ST,Ranks SOS,Ranks REM SOS,Ranks AVGWP,DIVISION_538_Winner,ELO WITH QB_538_Winner,ELO CHANGE_538_Winner,CURRENT QB ADJ_538_Winner,Points_Diff_538_Winner,Playoffs_Prob_538_Winner,Division_Prob_538_Winner,Bye_Prob_538_Winner,SB_Prob_538_Winner,REAL_WINS2_538_Winner,REAL_LOSSES2_538_Winner,REAL_TIES_538_Winner,PROJ_WINS4_538_Winner,PROJ_LOSS4_538_Winner,EPA/play_RDBMS_Winner,OVR_SUCCESS_RATE_RDBMS_Winner,Dropback EPA_RDBMS_Winner,DROPBACK_SR_RDBMS_Winner,Rush EPA_RDBMS_Winner,RUN_SR_RDBMS_Winner,TOTAL DVOA_FO_WEEKLY_Winner,LAST WEEK_FO_WEEKLY_Winner,DAVE_WEI_DVOA_FO_WEEKLY_Winner,OFFENSE DVOA_FO_WEEKLY_Winner,DEFENSE DVOA_FO_WEEKLY_Winner,S.T. DVOA_FO_WEEKLY_Winner,RK_FO_ANNUAL_Winner,TOTAL DVOA_FO_ANNUAL_Winner,DAVE_WEI_DVOA_FO_ANNUAL_Winner,OFFENSE DVOA_FO_ANNUAL_Winner,DEFENSE DVOA_FO_ANNUAL_Winner,S.T. DVOA_FO_ANNUAL_Winner,non-adj VOA_FO_ANNUAL_Winner,Last Year_FO_ANNUAL_Winner,ESTIM. WINS_FO_ANNUAL_Winner,SCHEDULE RANK_FO_ANNUAL_Winner,VAR._FO_ANNUAL_Winner,TOTAL_GAME_POINTS,TOTAL_GAME_YARDS,TOTAL_GAME_TURNOVERS,PLAYOFFS_BINARY,GAME_TYPE
2015,15,LV,15,Sun,20-Dec,4:05PM,0,Oakland Raiders,Green Bay Packers,20,372,2,0,30,293,2,0,-10,21,0,7-9,-2.2,9,0,-0.7,-1.2,-0.3,10,0,18,AFC West,1438,28,0.0,-40.3,0.003,0.003,0.003,0.003,6,7,0,7.1,8.9,-0.201,0.364,-0.257,0.345,-0.062,0.409,0.024,12,0.045,0.036000000000000004,-0.004,-0.017,15,-0.006,-0.006999999999999999,-0.013000000000000001,-0.008,-0.001,-0.004,30,7.3,0.042,0.08900000000000001,50,665,4,0,Regular Season
2015,4,LV,4,Sun,4-Oct,1:02PM,1,Oakland Raiders,Chicago Bears,20,266,2,1,22,371,3,-1,-2,22,0,7-9,-2.2,22,0,-0.7,-1.2,-0.3,10,0,18,AFC West,1417,28,0.0,-73.5,0.12,0.05,0.01,0.003,2,1,0,6.7,9.3,-0.155,0.44799999999999995,0.011000000000000001,0.5,-0.428,0.364,0.015,14,-0.038,0.028999999999999998,0.078,0.063,15,-0.006,-0.006999999999999999,-0.013000000000000001,-0.008,-0.001,-0.004,30,7.3,0.042,0.08900000000000001,42,637,5,0,Regular Season
2015,4,CHI,4,Sun,4-Oct,1:02PM,1,Chicago Bears,Oakland Raiders,22,371,3,-1,20,266,2,1,2,22,1,6-10,-2.6,22,0,0.1,-2.7,0.0,12,0,27,NFC North,1374,-8,0.0,-129.8,0.03,0.003,0.003,0.003,0,3,0,4.5,11.5,-0.059000000000000004,0.423,0.284,0.521,-0.607,0.267,-0.415,32,-0.259,-0.136,0.18,-0.099,19,-0.065,0.002,0.066,0.11900000000000001,-0.012,-0.111,26,6.7,0.06,0.085,42,637,5,0,Regular Season
2015,1,CIN,1,Sun,13-Sep,4:25PM,0,Cincinnati Bengals,Oakland Raiders,33,396,0,2,13,246,2,-2,20,23,1,12-5,4.1,8,0,1.0,3.0,0.2,14,0,4,AFC North,1540,0,0.0,9.9,0.4,0.26,0.11,0.03,0,0,0,8.3,7.7,0.23199999999999998,0.455,0.39299999999999996,0.474,0.013999999999999999,0.429,0.583,18,0.113,0.386,-0.243,-0.046,3,0.266,0.223,0.19399999999999998,-0.05,0.022000000000000002,0.223,13,12.1,0.031,0.086,46,642,2,0,Regular Season
2015,1,LV,1,Sun,13-Sep,4:25PM,0,Oakland Raiders,Cincinnati Bengals,13,246,2,-2,33,396,0,2,-20,23,0,7-9,-2.2,8,0,-0.7,-1.2,-0.3,10,0,18,AFC West,1389,0,0.0,-91.8,0.09,0.05,0.01,0.003,0,0,0,5.4,10.6,-0.163,0.377,-0.069,0.413,-0.45299999999999996,0.267,-0.687,32,-0.162,-0.405,0.294,0.012,15,-0.006,-0.006999999999999999,-0.013000000000000001,-0.008,-0.001,-0.004,30,7.3,0.042,0.08900000000000001,46,642,2,0,Regular Season
2015,9,LV,9,Sun,8-Nov,1:02PM,1,Oakland Raiders,Pittsburgh Steelers,35,440,4,-2,38,597,2,2,-3,24,0,7-9,-2.2,5,0,-0.7,-1.2,-0.3,10,0,18,AFC West,1459,28,0.0,-22.0,0.24,0.02,0.003,0.003,4,3,0,7.7,8.3,0.12300000000000001,0.391,0.196,0.435,-0.021,0.304,0.107,8,0.133,0.129,0.040999999999999995,0.019,15,-0.006,-0.006999999999999999,-0.013000000000000001,-0.008,-0.001,-0.004,30,7.3,0.042,0.08900000000000001,73,1037,6,0,Regular Season
2015,9,PIT,9,Sun,8-Nov,1:02PM,1,Pittsburgh Steelers,Oakland Raiders,38,597,2,2,35,440,4,-2,3,24,1,11-7,7.1,5,0,4.9,1.9,0.3,5,0,9,AFC North,1563,-20,0.0,0.0,0.48,0.03,0.003,0.01,4,4,0,8.3,7.7,0.14400000000000002,0.429,0.12,0.426,0.18899999999999997,0.433,0.168,10,0.171,0.156,-0.027000000000000003,-0.015,7,0.204,0.239,0.177,-0.026000000000000002,0.001,0.185,8,10.7,0.045,0.094,73,1037,6,0,Regular Season
2015,17,KC,17,Sun,3-Jan,4:26PM,1,Kansas City Chiefs,Oakland Raiders,23,339,2,-1,17,205,1,1,6,25,1,12-6,6.8,6,0,2.4,3.3,1.0,9,0,5,AFC West,1668,3,0.0,0.0,0.003,0.14,0.003,0.06,10,5,0,10.8,5.2,-0.077,0.431,-0.18,0.441,0.037000000000000005,0.419,0.255,4,0.327,0.131,-0.10400000000000001,0.02,5,0.255,0.327,0.131,-0.10400000000000001,0.02,0.24,10,11.4,0.019,0.18100000000000002,40,544,3,0,Regular Season
2015,17,LV,17,Sun,3-Jan,4:26PM,1,Oakland Raiders,Kansas City Chiefs,17,205,1,1,23,339,2,-1,-6,25,0,7-9,-2.2,6,0,-0.7,-1.2,-0.3,10,0,18,AFC West,1435,11,0.0,-46.3,0.003,0.003,0.003,0.003,7,8,0,7.2,8.8,-0.146,0.33899999999999997,-0.14,0.35700000000000004,-0.16399999999999998,0.28600000000000003,-0.006,12,-0.006999999999999999,-0.013000000000000001,-0.008,-0.001,15,-0.006,-0.006999999999999999,-0.013000000000000001,-0.008,-0.001,-0.004,30,7.3,0.042,0.08900000000000001,40,544,3,0,Regular Season
2015,13,KC,13,Sun,6-Dec,4:05PM,0,Kansas City Chiefs,Oakland Raiders,34,232,2,1,20,361,3,-1,14,26,1,12-6,6.8,6,0,2.4,3.3,1.0,9,0,5,AFC West,1623,12,0.0,0.0,0.78,0.05,0.003,0.03,6,5,0,9.8,6.2,-0.07,0.5,-0.124,0.5,0.021,0.5,0.285,3,0.345,0.131,-0.113,0.042,5,0.255,0.327,0.131,-0.10400000000000001,0.02,0.24,10,11.4,0.019,0.18100000000000002,54,593,5,0,Regular Season
2015,13,LV,13,Sun,6-Dec,4:05PM,0,Oakland Raiders,Kansas City Chiefs,20,361,3,-1,34,232,2,1,-14,26,0,7-9,-2.2,6,0,-0.7,-1.2,-0.3,10,0,18,AFC West,1426,12,0.0,-49.0,0.04,0.003,0.003,0.003,5,6,0,6.6,9.4,-0.247,0.392,-0.375,0.4,0.045,0.375,0.022000000000000002,12,0.046,0.084,0.048,-0.015,15,-0.006,-0.006999999999999999,-0.013000000000000001,-0.008,-0.001,-0.004,30,7.3,0.042,0.08900000000000001,54,593,5,0,Regular Season
2015,12,DET,12,Thu,26-Nov,12:35PM,1,Detroit Lions,Philadelphia Eagles,45,430,0,1,14,227,1,-1,31,27,1,7-9,-2.0,16,0,0.9,-2.4,-0.5,15,0,13,NFC North,1441,14,0.0,-99.7,0.02,0.003,0.003,0.003,3,7,0,5.7,10.3,0.258,0.5,0.546,0.6509999999999999,-0.168,0.276,-0.057999999999999996,28,-0.048,-0.05,0.024,0.016,12,0.05,0.149,0.017,-0.023,0.01,-0.011000000000000001,11,7.9,0.034,0.168,59,657,1,0,Regular Season
2015,12,PHI,12,Thu,26-Nov,12:35PM,1,Philadelphia Eagles,Detroit Lions,14,227,1,-1,45,430,0,1,-31,27,0,7-9,-1.6,16,0,-1.6,-0.5,0.5,22,0,20,NFC East,1491,-61,0.0,-14.9,0.19,0.18,0.003,0.003,4,6,0,6.6,9.4,-0.18600000000000003,0.36200000000000004,-0.087,0.4,-0.336,0.304,-0.11,13,-0.122,-0.134,-0.037000000000000005,-0.013999999999999999,23,-0.127,-0.174,-0.105,0.042,0.019,-0.142,7,6.6,-0.006999999999999999,0.195,59,657,1,0,Regular Season
2015,4,PHI,4,Sun,4-Oct,1:03PM,1,Philadelphia Eagles,Washington Redskins,20,320,2,-1,23,417,1,1,-3,28,0,7-9,-1.6,24,0,-1.6,-0.5,0.5,22,0,20,NFC East,1534,25,0.0,0.0,0.42,0.29,0.07,0.02,1,2,0,8.2,7.8,0.06,0.35700000000000004,0.33899999999999997,0.43200000000000005,-0.484,0.21100000000000002,0.001,18,0.02,-0.13,-0.141,-0.009000000000000001,23,-0.127,-0.174,-0.105,0.042,0.019,-0.142,7,6.6,-0.006999999999999999,0.195,43,737,3,0,Regular Season
2015,4,WAS,4,Sun,4-Oct,1:03PM,1,Washington Redskins,Philadelphia Eagles,23,417,1,1,20,320,2,-1,3,28,1,9-8,-2.8,24,0,-0.4,-2.2,-0.2,25,0,10,NFC East,1373,-15,0.0,-87.5,0.07,0.05,0.003,0.003,1,2,0,5.2,10.8,0.053,0.405,0.20199999999999999,0.48,-0.16699999999999998,0.294,-0.012,19,-0.095,0.011000000000000001,0.015,-0.008,16,-0.008,0.061,0.02,0.06,0.032,0.034,28,7.7,-0.047,0.17300000000000001,43,737,3,0,Regular Season
2015,16,PHI,16,Sat,26-Dec,8:26PM,0,Philadelphia Eagles,Washington Redskins,24,398,2,-2,38,418,0,2,-14,29,0,7-9,-1.6,24,0,-1.6,-0.5,0.5,22,0,20,NFC East,1493,-21,0.0,-42.4,0.42,0.42,0.003,0.003,6,8,0,7.0,7.0,-0.114,0.42,-0.02,0.424,-0.529,0.4,-0.09,18,-0.11699999999999999,-0.126,-0.013999999999999999,0.022000000000000002,23,-0.127,-0.174,-0.105,0.042,0.019,-0.142,7,6.6,-0.006999999999999999,0.195,62,816,2,0,Regular Season
2015,16,WAS,16,Sat,26-Dec,8:26PM,0,Washington Redskins,Philadelphia Eagles,38,418,0,2,24,398,2,-2,14,29,1,9-8,-2.8,24,0,-0.4,-2.2,-0.2,25,0,10,NFC East,1456,26,0.0,-24.2,0.5,0.5,0.003,0.003,7,7,0,7.8,8.2,0.196,0.423,0.38799999999999996,0.49,-0.23199999999999998,0.273,-0.025,17,0.033,-0.015,0.04,0.031,16,-0.008,0.061,0.02,0.06,0.032,0.034,28,7.7,-0.047,0.17300000000000001,62,816,2,0,Regular Season
2015,15,ARI,15,Sun,20-Dec,8:31PM,0,Arizona Cardinals,Philadelphia Eagles,40,493,0,4,17,424,4,-4,23,30,1,14-4-0,8.3,2,0,6.0,2.6,-0.4,17,0,3,NFC West,1687,6,0.0,0.0,0.003,0.94,0.84,0.15,11,2,0,12.9,3.1,0.28300000000000003,0.581,0.28800000000000003,0.541,0.27699999999999997,0.622,0.297,6,0.21899999999999997,0.19399999999999998,-0.12300000000000001,-0.02,2,0.302,0.217,0.162,-0.18100000000000002,-0.04,0.31,20,12.0,0.016,0.22899999999999998,57,917,4,0,Regular Season
2015,15,PHI,15,Sun,20-Dec,8:31PM,0,Philadelphia Eagles,Arizona Cardinals,17,424,4,-4,40,493,0,4,-23,30,0,7-9,-1.6,2,0,-1.6,-0.5,0.5,22,0,20,NFC East,1514,12,0.0,-21.8,0.44,0.44,0.003,0.003,6,7,0,7.5,8.5,-0.21,0.42200000000000004,-0.08900000000000001,0.489,-0.496,0.263,-0.09,18,-0.11699999999999999,-0.126,-0.013999999999999999,0.022000000000000002,23,-0.127,-0.174,-0.105,0.042,0.019,-0.142,7,6.6,-0.006999999999999999,0.195,57,917,4,0,Regular Season
2015,7,PHI,7,Sun,25-Oct,8:31PM,1,Philadelphia Eagles,Carolina Panthers,16,349,1,2,27,394,3,-2,-11,31,0,7-9,-1.6,3,0,-1.6,-0.5,0.5,22,0,20,NFC East,1558,23,0.0,0.0,0.47,0.38,0.05,0.02,3,3,0,8.6,7.4,-0.077,0.349,-0.192,0.375,0.162,0.29600000000000004,0.128,7,0.122,-0.071,-0.19,0.009000000000000001,23,-0.127,-0.174,-0.105,0.042,0.019,-0.142,7,6.6,-0.006999999999999999,0.195,43,743,4,0,Regular Season
2015,7,CAR,7,Sun,25-Oct,8:31PM,1,Carolina Panthers,Philadelphia Eagles,27,394,3,-2,16,349,1,2,11,31,1,17-2-0,7.9,3,0,3.5,4.8,-0.4,28,0,1,NFC South,1609,22,0.0,0.0,0.92,0.62,0.55,0.08,5,0,0,12.2,3.8,-0.006,0.5,-0.205,0.5,0.16899999999999998,0.5,0.162,10,0.126,0.047,-0.168,-0.052000000000000005,4,0.255,0.294,0.105,-0.17300000000000001,-0.024,0.314,24,11.0,-0.078,0.141,43,743,4,0,Regular Season
2015,10,PHI,10,Sun,15-Nov,1:05PM,0,Philadelphia Eagles,Miami Dolphins,19,436,1,-1,20,289,0,1,-1,32,0,7-9,-1.6,21,0,-1.6,-0.5,0.5,22,0,20,NFC East,1563,21,0.0,0.0,0.59,0.51,0.03,0.02,4,4,0,8.8,7.2,-0.035,0.40399999999999997,0.043,0.456,-0.155,0.324,0.09,10,0.111,-0.071,-0.174,-0.013000000000000001,23,-0.127,-0.174,-0.105,0.042,0.019,-0.142,7,6.6,-0.006999999999999999,0.195,39,725,1,0,Regular Season
2015,10,MIA,10,Sun,15-Nov,1:05PM,0,Miami Dolphins,Philadelphia Eagles,20,289,0,1,19,436,1,-1,1,32,1,6-10,-2.6,21,0,-0.2,-2.0,-0.3,20,0,28,AFC East,1452,-21,0.0,-58.4,0.08,0.003,0.003,0.003,3,5,0,6.3,9.7,0.006999999999999999,0.33799999999999997,0.047,0.35,-0.057,0.32,-0.07,21,-0.069,0.027000000000000003,0.073,-0.024,29,-0.21100000000000002,-0.207,-0.07400000000000001,0.11,-0.027000000000000003,-0.175,16,5.6,-0.031,0.259,39,725,1,0,Regular Season
2015,2,PHI,2,Sun,20-Sep,4:25PM,0,Philadelphia Eagles,Dallas Cowboys,10,226,3,-1,20,359,2,1,-10,33,0,7-9,-1.6,28,0,-1.6,-0.5,0.5,22,0,20,NFC East,1533,-12,0.0,0.0,0.41,0.28,0.11,0.03,0,1,0,8.2,7.8,-0.322,0.41700000000000004,-0.09300000000000001,0.512,-0.9,0.17600000000000002,-0.244,19,-0.027000000000000003,-0.166,-0.018000000000000002,-0.095,23,-0.127,-0.174,-0.105,0.042,0.019,-0.142,7,6.6,-0.006999999999999999,0.195,30,585,5,0,Regular Season
2015,2,DAL,2,Sun,20-Sep,4:25PM,0,Dallas Cowboys,Philadelphia Eagles,20,359,2,1,10,226,3,-1,10,33,1,4-12,-4.2,28,0,-3.8,-0.5,0.0,16,0,23,NFC East,1593,3,0.0,0.0,0.68,0.54,0.3,0.07,1,0,0,10.1,5.9,-0.083,0.387,0.024,0.47700000000000004,-0.23399999999999999,0.258,0.08900000000000001,16,-0.036000000000000004,-0.083,-0.16899999999999998,0.004,26,-0.16,-0.171,-0.158,0.02,0.018000000000000002,-0.174,6,4.6,0.005,0.045,30,585,5,0,Regular Season
2015,1,ATL,1,Mon,14-Sep,7:10PM,1,Atlanta Falcons,Philadelphia Eagles,26,395,2,0,24,399,2,0,2,34,1,8-8,-2.1,17,0,0.1,-2.0,-0.2,32,0,19,NFC South,1462,0,0.0,-9.0,0.32,0.22,0.08,0.01,0,0,0,7.7,8.3,-0.095,0.41100000000000003,0.001,0.524,-0.22399999999999998,0.258,0.005,11,0.025,-0.021,0.034,0.06,22,-0.12300000000000001,-0.184,-0.07200000000000001,0.031,-0.021,-0.055,21,6.4,-0.07400000000000001,0.07200000000000001,50,794,4,0,Regular Season
2015,1,PHI,1,Mon,14-Sep,7:10PM,1,Philadelphia Eagles,Atlanta Falcons,24,399,2,0,26,395,2,0,-2,34,0,7-9,-1.6,17,0,-1.6,-0.5,0.5,22,0,20,NFC East,1545,0,0.0,35.1,0.49,0.32,0.16,0.03,0,0,0,9.0,7.0,0.005,0.466,0.023,0.48100000000000004,-0.048,0.42100000000000004,-0.113,24,0.026000000000000002,0.005,0.032,-0.087,23,-0.127,-0.174,-0.105,0.042,0.019,-0.142,7,6.6,-0.006999999999999999,0.195,50,794,4,0,Regular Season
2015,11,PHI,11,Sun,22-Nov,1:02PM,0,Philadelphia Eagles,Tampa Bay Buccaneers,17,383,4,-3,45,521,1,3,-28,35,0,7-9,-1.6,25,0,-1.6,-0.5,0.5,22,0,20,NFC East,1552,-11,0.0,0.0,0.44,0.4,0.003,0.01,4,5,0,7.8,8.2,-0.091,0.45799999999999996,-0.21,0.409,0.096,0.536,-0.013999999999999999,12,-0.013000000000000001,-0.106,-0.10300000000000001,-0.012,23,-0.127,-0.174,-0.105,0.042,0.019,-0.142,7,6.6,-0.006999999999999999,0.195,62,904,5,0,Regular Season
2015,11,TB,11,Sun,22-Nov,1:02PM,0,Tampa Bay Buccaneers,Philadelphia Eagles,45,521,1,3,17,383,4,-3,28,35,1,6-10,-3.2,25,0,0.1,-2.8,-0.4,31,0,25,NFC South,1375,20,0.0,-88.8,0.05,0.003,0.003,0.003,4,5,0,6.3,9.7,0.374,0.452,0.67,0.545,0.13,0.375,-0.037000000000000005,24,-0.002,-0.023,-0.013000000000000001,-0.027000000000000003,21,-0.095,-0.032,-0.015,0.033,-0.047,-0.078,29,6.5,-0.067,0.17,62,904,5,0,Regular Season
2015,15,NO,15,Mon,21-Dec,8:30PM,0,New Orleans Saints,Detroit Lions,27,399,0,1,35,396,1,-1,-8,36,0,7-9,-3.9,16,0,4.5,-7.8,-0.5,26,0,15,NFC South,1432,28,0.0,-69.2,0.003,0.003,0.003,0.003,5,8,0,6.6,9.4,0.07,0.455,0.18,0.508,-0.292,0.278,-0.21,27,-0.223,0.075,0.257,-0.027999999999999997,25,-0.15,-0.12,0.098,0.217,-0.032,-0.10800000000000001,15,5.7,-0.035,0.128,62,795,1,0,Regular Season
2015,15,DET,15,Mon,21-Dec,8:30PM,0,Detroit Lions,New Orleans Saints,35,396,1,-1,27,399,0,1,8,36,1,7-9,-2.0,16,0,0.9,-2.4,-0.5,15,0,13,NFC North,1442,-20,0.0,-69.6,0.003,0.003,0.003,0.003,4,9,0,5.5,10.5,0.31,0.667,0.479,0.7,0.07,0.619,-0.015,15,0.045,-0.02,0.009000000000000001,0.013000000000000001,12,0.05,0.149,0.017,-0.023,0.01,-0.011000000000000001,11,7.9,0.034,0.168,62,795,1,0,Regular Season
2015,10,WAS,10,Sun,15-Nov,1:05PM,1,Washington Redskins,New Orleans Saints,47,510,0,2,14,350,2,-2,33,37,1,9-8,-2.8,24,0,-0.4,-2.2,-0.2,25,0,10,NFC East,1373,-4,0.0,-85.3,0.06,0.05,0.003,0.003,3,5,0,5.6,10.4,0.359,0.46799999999999997,0.613,0.5670000000000001,0.121,0.375,-0.008,19,-0.008,0.019,0.037000000000000005,0.01,16,-0.008,0.061,0.02,0.06,0.032,0.034,28,7.7,-0.047,0.17300000000000001,61,860,2,0,Regular Season
2015,10,NO,10,Sun,15-Nov,1:05PM,1,New Orleans Saints,Washington Redskins,14,350,2,-2,47,510,0,2,-33,37,0,7-9,-3.9,24,0,4.5,-7.8,-0.5,26,0,15,NFC South,1466,-37,0.0,-20.9,0.15,0.003,0.003,0.003,4,5,0,7.7,8.3,-0.18100000000000002,0.439,-0.183,0.43799999999999994,-0.177,0.44,-0.187,22,-0.175,0.086,0.244,-0.028999999999999998,25,-0.15,-0.12,0.098,0.217,-0.032,-0.10800000000000001,15,5.7,-0.035,0.128,61,860,2,0,Regular Season
2015,1,ARI,1,Sun,13-Sep,4:05PM,1,Arizona Cardinals,New Orleans Saints,31,427,1,0,19,408,1,0,12,38,1,14-4-0,8.3,2,0,6.0,2.6,-0.4,17,0,3,NFC West,1541,0,0.0,6.1,0.36,0.17,0.1,0.03,0,0,0,8.2,7.8,0.21,0.45899999999999996,0.512,0.5529999999999999,-0.28800000000000003,0.304,0.648,20,0.02,0.502,-0.085,0.061,2,0.302,0.217,0.162,-0.18100000000000002,-0.04,0.31,20,12.0,0.016,0.22899999999999998,50,835,2,0,Regular Season
2015,1,NO,1,Sun,13-Sep,4:05PM,1,New Orleans Saints,Arizona Cardinals,19,408,1,0,31,427,1,0,-12,38,0,7-9,-3.9,2,0,4.5,-7.8,-0.5,26,0,15,NFC South,1486,0,0.0,8.3,0.39,0.27,0.1,0.02,0,0,0,8.2,7.8,-0.021,0.37,0.061,0.423,-0.222,0.23800000000000002,-0.627,26,-0.052000000000000005,-0.128,0.47200000000000003,-0.027000000000000003,25,-0.15,-0.12,0.098,0.217,-0.032,-0.10800000000000001,15,5.7,-0.035,0.128,50,835,2,0,Regular Season
2015,3,NO,3,Sun,27-Sep,1:03PM,1,New Orleans Saints,Carolina Panthers,22,380,2,-2,27,431,0,2,-5,39,0,7-9,-3.9,3,0,4.5,-7.8,-0.5,26,0,15,NFC South,1435,-35,0.0,-45.3,0.15,0.06,0.02,0.003,0,2,0,6.2,9.8,0.16399999999999998,0.493,0.221,0.545,0.064,0.4,-0.324,31,-0.127,-0.049,0.264,-0.012,25,-0.15,-0.12,0.098,0.217,-0.032,-0.10800000000000001,15,5.7,-0.035,0.128,49,811,2,0,Regular Season
2015,3,CAR,3,Sun,27-Sep,1:03PM,1,Carolina Panthers,New Orleans Saints,27,431,0,2,22,380,2,-2,5,39,1,17-2-0,7.9,3,0,3.5,4.8,-0.4,28,0,1,NFC South,1564,12,0.0,0.0,0.74,0.55,0.31,0.05,2,0,0,10.5,5.5,0.256,0.446,0.391,0.528,0.09,0.345,0.203,8,0.061,0.107,-0.21,-0.113,4,0.255,0.294,0.105,-0.17300000000000001,-0.024,0.314,24,11.0,-0.078,0.141,49,811,2,0,Regular Season
2015,13,CAR,13,Sun,6-Dec,4:25PM,0,Carolina Panthers,New Orleans Saints,41,497,3,-2,38,334,1,2,3,40,1,17-2-0,7.9,3,0,3.5,4.8,-0.4,28,0,1,NFC South,1689,20,0.0,0.0,0.003,0.003,0.003,0.2,11,0,0,14.9,1.1,0.17600000000000002,0.532,0.369,0.583,-0.12300000000000001,0.452,0.23199999999999998,4,0.257,0.052000000000000005,-0.21600000000000003,-0.036000000000000004,4,0.255,0.294,0.105,-0.17300000000000001,-0.024,0.314,24,11.0,-0.078,0.141,79,831,4,0,Regular Season
2015,13,NO,13,Sun,6-Dec,4:25PM,0,New Orleans Saints,Carolina Panthers,38,334,1,2,41,497,3,-2,-3,40,0,7-9,-3.9,3,0,4.5,-7.8,-0.5,26,0,15,NFC South,1410,-18,0.0,-90.6,0.02,0.003,0.003,0.003,4,7,0,6.1,9.9,0.055999999999999994,0.39,0.043,0.391,0.10300000000000001,0.385,-0.182,30,-0.18100000000000002,0.08800000000000001,0.248,-0.023,25,-0.15,-0.12,0.098,0.217,-0.032,-0.10800000000000001,15,5.7,-0.035,0.128,79,831,4,0,Regular Season
2015,2,NO,2,Sun,20-Sep,1:02PM,0,New Orleans Saints,Tampa Bay Buccaneers,19,323,3,-1,26,333,2,1,-7,41,0,7-9,-3.9,25,0,4.5,-7.8,-0.5,26,0,15,NFC South,1470,-16,0.0,-4.8,0.31,0.19,0.07,0.01,0,1,0,7.7,8.3,-0.09699999999999999,0.431,-0.198,0.435,0.083,0.423,-0.53,29,-0.129,-0.175,0.247,-0.10800000000000001,25,-0.15,-0.12,0.098,0.217,-0.032,-0.10800000000000001,15,5.7,-0.035,0.128,45,656,5,0,Regular Season
2015,2,TB,2,Sun,20-Sep,1:02PM,0,Tampa Bay Buccaneers,New Orleans Saints,26,333,2,1,19,323,3,-1,7,41,1,6-10,-3.2,25,0,0.1,-2.8,-0.4,31,0,25,NFC South,1331,-45,0.0,-130.5,0.05,0.03,0.003,0.003,0,1,0,4.6,11.4,-0.051,0.45299999999999996,0.168,0.5,-0.271,0.406,-0.42100000000000004,32,-0.217,-0.462,0.035,0.076,21,-0.095,-0.032,-0.015,0.033,-0.047,-0.078,29,6.5,-0.067,0.17,45,656,5,0,Regular Season
2015,12,HOU,12,Sun,29-Nov,1:02PM,1,Houston Texans,New Orleans Saints,24,362,1,0,6,268,1,0,18,42,1,9-8,-0.2,13,0,-2.2,2.1,-0.1,21,0,21,AFC South,1497,16,0.0,-17.6,0.43,0.33,0.003,0.003,5,5,0,8.1,7.9,0.055999999999999994,0.433,0.14,0.516,-0.016,0.361,-0.077,23,-0.052000000000000005,-0.067,-0.049,-0.059000000000000004,17,-0.024,0.053,-0.08800000000000001,-0.122,-0.057,0.031,18,8.1,-0.039,0.17800000000000002,30,630,2,0,Regular Season
2015,12,NO,12,Sun,29-Nov,1:02PM,1,New Orleans Saints,Houston Texans,6,268,1,0,24,362,1,0,-18,42,0,7-9,-3.9,13,0,4.5,-7.8,-0.5,26,0,15,NFC South,1428,0,0.0,-75.2,0.06,0.003,0.003,0.003,4,6,0,6.6,9.4,-0.287,0.379,-0.33399999999999996,0.375,-0.062,0.4,-0.22,29,-0.239,0.061,0.263,-0.018000000000000002,25,-0.15,-0.12,0.098,0.217,-0.032,-0.10800000000000001,15,5.7,-0.035,0.128,30,630,2,0,Regular Season
2015,5,PHI,5,Sun,11-Oct,1:04PM,1,Philadelphia Eagles,New Orleans Saints,39,519,2,2,17,388,4,-2,22,43,1,7-9,-1.6,15,0,-1.6,-0.5,0.5,22,0,20,NFC East,1515,-18,0.0,0.0,0.29,0.21,0.02,0.01,1,3,0,7.3,8.7,0.102,0.518,0.069,0.56,0.15,0.455,0.08800000000000001,17,0.077,-0.05,-0.128,0.01,23,-0.127,-0.174,-0.105,0.042,0.019,-0.142,7,6.6,-0.006999999999999999,0.195,56,907,6,0,Regular Season
2015,5,NO,5,Sun,11-Oct,1:04PM,1,New Orleans Saints,Philadelphia Eagles,17,388,4,-2,39,519,2,2,-22,43,0,7-9,-3.9,15,0,4.5,-7.8,-0.5,26,0,15,NFC South,1452,25,0.0,-28.5,0.14,0.03,0.01,0.003,1,3,0,6.7,9.3,-0.166,0.41200000000000003,-0.249,0.396,0.034,0.45,-0.184,25,-0.129,0.043,0.218,-0.008,25,-0.15,-0.12,0.098,0.217,-0.032,-0.10800000000000001,15,5.7,-0.035,0.128,56,907,6,0,Regular Season
